"Gene","CD4_Tcell","NK_cell","M2","M1","DC_cell","T_helper","Treg","CD8_Tcell"
"WBP2",7.473203714,7.377706417,9.34390688,9.254176929,8.29404525,7.152211217,8.111833,7.331064692
"WBP4",6.331641429,6.661193833,7.10514468,6.884416571,7.974791375,7.09785013,7.715412313,5.760608462
"WDFY1",8.572688,10.06999458,9.75955756,9.936241571,9.78844625,8.05805813,7.259156875,8.128154538
"WDFY2",7.574323238,7.68929525,8.17696948,6.818681786,6.361036833,7.341084913,4.06450075,8.537006462
"WDFY3",4.462023429,4.296283917,7.20237236,7.687513857,6.697861583,4.952028348,3.67078825,4.586411615
"WDFY4",4.75589919,5.019845417,8.6633432,8.667130286,8.989404375,5.473498174,5.379608063,5.705833462
"WDHD1",3.731387524,4.313115833,4.07301276,3.805115357,4.317186,7.403201609,3.9511535,3.936919615
"WDR1",5.457987238,5.59085275,5.22163496,5.657693571,5.488320833,5.492995478,6.995464063,5.673367692
"WDR13",7.250785286,7.853211667,9.3897912,8.201395357,8.672480292,7.923223826,7.103916938,8.077406923
"WDR19",3.262868619,3.264778583,3.13570452,3.171726786,3.14367925,3.259329,4.521388375,3.365002538
"WDR20",4.772287524,6.33202075,3.9204106,3.504879929,3.937773042,3.748653435,4.263937125,5.689632308
"WDR24",5.191659,5.469972917,6.4674768,5.621781929,6.221075458,6.476023696,6.2398525,6.061525846
"WDR25",4.627346238,5.058614167,5.50858556,5.829869071,5.287065083,6.368351522,6.162650375,5.738102385
"WDR26",10.11577605,10.80664708,10.95007964,10.60836714,10.95894863,9.531198783,9.947514813,9.568248385
"WDR27",4.11460581,3.916930167,3.48568832,3.694493286,3.76662525,3.517909957,4.416894438,3.654911462
"WDR3",8.828123905,7.4975105,7.90560048,6.358974143,7.362861,9.424680565,9.404103625,8.444133923
"WDR33",5.724784238,6.248988667,6.7260506,6.576589,6.389302958,6.926149174,7.4022375,6.731499308
"WDR34",5.613592286,6.051798417,5.62028676,5.936796,6.040676417,7.388150565,6.303696375,5.560592077
"WDR35",6.791467762,6.502928333,5.80872728,5.352291143,4.781226083,6.246556391,5.313193313,7.010256231
"WDR36",5.643301619,6.08185975,6.83722304,6.025870214,6.64542725,6.520942826,10.00793219,5.887720154
"WDR37",4.577925333,5.6247665,4.74291692,3.718212786,4.667792417,3.980686435,6.94999475,5.149068077
"WDR38",4.177189476,4.096594583,4.40996576,4.511788929,4.391534958,4.470825,6.03683825,4.439688615
"WDR4",6.240623952,5.71993925,5.87125044,5.910401071,6.076558417,6.130275478,7.873082813,6.182557692
"WDR41",5.29755,7.44754375,8.29896624,7.719584143,7.997106542,7.28044187,6.053510438,6.923745846
"WDR43",8.585294143,7.252701833,7.43203336,6.178570071,7.542998417,8.646235957,10.33054056,7.660046692
"WDR44",4.656151095,4.165950167,4.49921796,4.645202071,4.220564542,4.98282487,6.474733938,4.709551231
"WDR45",7.265605286,7.899742833,8.04034588,7.295097857,7.622359,6.705882696,5.869695313,6.941469846
"WDR46",7.043494143,7.30086975,7.55584872,6.630015214,7.23567575,8.361621043,8.684876875,7.442900769
"WDR47",7.389545952,8.922584583,8.00306216,7.542954,9.32804475,6.929181261,6.53088,7.204890308
"WDR5",6.077477476,5.912187,6.62055808,6.143254143,7.040137833,7.552561174,8.527712688,6.312707
"WDR54",8.196174857,8.060282333,5.62981816,6.030942,6.445128125,10.09766461,6.611012875,8.796261077
"WDR59",8.07167619,7.71211175,7.70020388,6.57684,7.849618917,8.534184261,6.343611625,9.558525077
"WDR6",9.036154905,8.37931025,9.07686352,7.390233214,8.709161542,9.524757696,10.32775719,9.819423462
"WDR60",6.500684286,6.788883167,6.62425088,5.940555857,6.526453333,7.295826261,6.209901,7.643077538
"WDR61",8.54691581,7.94201525,8.32793568,7.497742429,7.996217083,8.488784304,6.841109875,8.812725385
"WDR62",6.076790857,5.81758075,6.32870592,6.546441357,6.178002542,6.673200696,6.941398438,6.191121615
"WDR63",3.209534619,3.2475645,3.63500012,3.685568143,5.256240667,3.364432478,3.718283625,3.345038538
"WDR7",7.574630857,8.255309083,9.07656612,8.370328357,9.34536275,7.786836957,5.838081313,8.033450462
"WDR70",7.007259619,7.373668333,7.76715312,7.212079214,7.379164583,7.523936826,5.699287875,7.519874154
"WDR74",8.148472714,7.518384083,7.75044984,8.049944214,7.424425833,8.923485391,8.91701525,8.631704615
"WDR75",7.992220857,7.162336833,7.31790032,6.075235857,6.658072125,8.169424957,8.6086225,7.764821846
"WDR76",4.161088048,4.586015667,2.77175468,2.649683,2.976590083,5.935109826,2.858425063,3.505636923
"WDR78",3.752003571,3.232444833,2.91340424,3.034626071,3.323457,3.201696043,3.506505813,3.733741077
"WDR81",7.82462581,7.83069525,9.22029924,8.211914357,8.864467875,7.668151913,6.629661813,8.090419538
"WDR82",11.04828005,11.08024308,10.27533652,9.930000286,10.43118308,10.49678274,10.23639875,11.35382046
"WDR88",4.065569333,3.901756,3.79881496,4.063776714,4.145355167,3.84436913,4.836879813,3.821044846
"WDR89",8.46269419,7.77310825,7.48406416,7.298979286,7.073901125,8.528843783,7.583713125,8.359760923
"WDR90",4.523612476,4.385353083,4.96809564,5.157827571,4.773491042,5.109794565,6.526125563,5.200797077
"WDR91",6.619684619,6.903668,8.478769,7.088941571,6.854452667,7.121460304,6.773156063,7.383420308
"WDR92",6.963173286,7.09388875,7.16912772,6.400237071,7.769955292,7.514571522,5.682303438,6.881783231
"WDR93",4.941282619,4.545801417,5.03008344,5.4128575,5.346349417,5.204586957,4.188660188,5.265872692
"WDSUB1",5.724164476,8.509692667,8.80236764,6.706565286,9.025784125,6.91627313,4.776374938,7.300143462
"WDTC1",6.619749619,7.132455,6.6296056,6.511141929,6.641406792,6.648202826,5.506659688,7.183535385
"WEE1",5.342502095,8.239051,4.16600124,4.890265429,4.887332625,8.6497,7.436192,4.395338923
"WFDC1",5.509366762,4.871386917,4.6368352,5.107957857,4.642854792,4.668101739,4.241706688,4.700031846
"WFDC10A",4.678556714,4.652137667,4.55362308,4.787624714,4.578799083,4.863026652,5.738729188,4.837182077
"WFDC12",7.030091857,6.278076583,6.13542428,6.730340071,6.155528667,6.187901652,5.075192125,6.260712846
"WFDC2",4.727237762,4.370916333,4.7380906,5.093169786,4.324575667,5.033635391,5.743685938,4.646344385
"WFDC8",2.887915524,2.982313417,3.20468144,3.192743429,3.505784625,3.339964957,4.366610563,3.160739
"WFIKKN2",5.052589476,4.506789083,4.57047888,4.739424143,4.767810417,4.81488087,5.878069563,4.765357923
"WFS1",5.175513762,4.933077333,7.20709876,6.114065643,7.733588625,5.43397987,5.509722688,5.206015846
"WHAMM",8.520688381,9.316144917,8.168549,7.565586571,8.990816542,7.195652087,8.845487063,9.630974462
"WIPF1",11.46563143,12.15574717,10.54405892,9.770861714,10.93008792,10.17098317,7.875128,11.17315231
"WIPF2",8.255890952,8.4606295,8.64184672,8.396005214,8.578251583,7.187383565,6.515662125,6.940913846
"WIPF3",5.601228667,5.45427825,5.1251152,5.607913857,5.279938833,5.80849387,4.317306563,5.553276846
"WIPI1",3.917205333,7.432091667,8.9327392,7.832377571,8.9571195,5.207849217,5.562411438,4.077443692
"WIPI2",8.746260429,9.269020083,9.58413748,8.779826143,9.401532,8.226339913,6.633986625,9.150147769
"WIZ",4.884028238,4.728594917,5.26659368,5.533967929,4.933168875,5.086505087,7.901838813,4.936323462
"WNK1",9.37674219,9.669517083,9.53710332,9.562006,9.089453792,8.095806783,11.97244181,9.164645
"WNK2",4.725813,4.912691583,5.341723,5.633965,4.975934,5.363785217,8.026699125,5.413239846
"WNK4",3.226415333,3.2763775,3.39786156,3.697908786,3.262865292,3.391003,4.290058938,3.517576692
"WNT1",4.166737143,4.061637333,4.31504132,4.272554786,4.383657292,4.59005987,5.219221313,4.435827231
"WNT10A",5.662289619,5.57061075,5.56625664,5.752156786,5.595528917,5.914861565,6.650416063,5.690101769
"WNT10B",6.628441048,6.417684333,6.104933,6.713536857,6.258406583,6.841861217,5.40834475,6.933089846
"WNT2",4.742046143,4.510342167,4.14372284,4.738179214,4.151525375,4.601418304,3.893824125,4.572224077
"WNT3",5.506358905,5.6452395,5.7866568,6.000802214,5.452054958,6.04122,6.853531188,5.852635077
"WNT4",3.821825476,3.973903917,4.2612714,4.471009357,4.1427935,4.349013478,5.302893875,4.273051231
"WNT5A",3.424230619,3.575331333,5.73832128,5.208668786,7.681793083,3.802475522,3.748550938,3.465854615
"WNT5B",4.118758857,3.841040333,6.35804004,4.933947786,6.770783625,4.644876739,4.44095275,4.395496462
"WNT6",4.243824952,4.11894725,4.61628888,4.893631429,4.4614615,4.895053304,5.332244,4.659033538
"WNT7B",4.567101524,4.678005167,4.94094224,5.065112714,4.994721083,4.936489696,5.695284313,4.896279538
"WNT8B",5.031015,4.909006833,5.17649096,5.397429643,5.078943792,5.432754783,6.36061725,5.366825846
"WNT9A",3.575220381,3.619274917,3.39531012,3.608623286,3.800094917,3.863256826,4.72929875,3.596723923
"WRB",7.301622286,7.963548583,8.79908304,7.421856143,9.496163417,8.570902565,4.9815305,7.391086
"WRNIP1",5.109285048,4.25139325,3.98149108,4.208049857,4.082425167,4.424433478,4.509828313,4.380176077
"WSB1",10.62372771,10.76740133,10.43207312,10.45569764,10.370299,9.310596174,8.862996125,10.18415685
"WSB2",8.265914667,9.692887667,11.59425544,10.91007164,11.82967396,8.858000739,9.632068563,7.903305923
"WSCD1",5.262284905,4.679557083,4.21543728,4.743762857,4.270487542,4.678255913,3.4341045,4.601637077
"WSCD2",5.64805981,5.113024333,5.96385724,6.284672143,5.33875525,6.102276,5.138566375,6.048527538
"WTAP",7.444100667,9.3545125,8.37902972,8.971441143,9.143163125,7.516413696,11.13060675,7.357870231
"WTIP",6.415483524,5.478952167,5.79080348,6.104484071,5.736590583,6.294657261,6.427818875,6.099499154
"WWC1",4.038766429,3.934123583,4.27500688,4.514146571,4.537775583,4.746624826,5.562471188,4.222118615
"WWC2",4.097856952,4.226612333,4.24899488,3.444864643,4.562421875,3.253240739,3.188714,3.433533077
"WWC3",7.206502286,7.950860833,7.27024836,6.642514,6.462904292,7.207644565,5.007526688,7.595696385
"WWOX",4.142057429,5.149199917,4.81392216,4.834609214,4.514773167,5.043342609,5.977029563,4.899839231
"WWP1",9.492811476,10.01928317,9.56985556,8.250892286,8.977045833,7.666683565,8.33700075,9.981335385
"WWP2",3.191875952,3.8026005,5.92589172,5.457848571,4.225734292,3.895525043,6.307261813,3.505615077
"WWTR1",4.640103619,4.230271833,4.69725304,6.775342643,5.478855375,4.176057696,3.412566,4.194995462
"XAB2",5.97356581,6.236745833,6.09967128,5.853124071,5.878469,5.211697696,7.76101525,5.597731154
"XAGE1B",5.021124857,4.820944917,5.40830792,5.443297357,4.919992833,5.430736913,6.745464938,5.340560385
"XAGE2",5.793341476,5.371633083,6.00829404,6.3697125,5.584274,6.485389261,6.289519438,6.354687923
"XAGE3",4.679229952,4.827242917,4.98816552,5.201264,4.892906,4.939991696,6.067226375,4.836690538
"XBP1",8.679677429,10.23287608,9.64564548,8.692325429,9.199688,8.206219783,8.258403063,7.515541615
"XCL1",5.630427333,12.08702992,4.69201708,5.936094071,6.779393333,6.543413174,12.84298813,5.011385385
"XCL2",4.771764667,11.99621808,3.8967508,5.368103714,5.979632167,5.919737913,13.14850563,4.536849385
"XCR1",5.688698619,5.026922,4.6562244,4.739598643,4.356737083,4.621626087,4.025652125,4.653511846
"XDH",5.215962095,4.682532583,4.27667968,4.592476857,4.356379458,4.386250826,3.861130563,4.357222923
"XIAP",3.817184048,4.54114875,4.02190576,5.178356214,5.535201083,3.854155739,5.55958725,3.645897462
"XIRP1",6.388986905,5.951479,5.80187864,6.232314857,5.790868625,5.893866261,8.831035063,5.863837615
"XKR8",8.874373476,8.8378855,8.4987724,8.832797286,8.955921375,8.143951478,6.702674438,8.542331615
"XPA",7.355686048,8.459328,7.93112232,6.519954571,7.527838667,8.335584391,8.482054813,8.483361077
"XPC",8.419312143,8.718942833,9.28545388,8.268947786,8.929162375,8.131824,6.499026625,8.922448538
"XPNPEP1",8.57812119,9.4747035,9.98166416,9.964776286,10.26804604,9.695280087,7.683785563,9.349101231
"XPNPEP2",5.11375681,5.035004583,6.36538696,5.565881286,5.787927458,4.902266,4.572227938,4.851392846
"XPNPEP3",5.265344762,4.876686917,5.20567288,5.324328929,4.893143042,4.992523478,6.149910625,5.293603846
"XPO1",8.319642619,6.846757167,6.50551656,6.362417786,5.829853083,6.518719739,4.857806938,8.946392
"XPO4",4.935687952,4.995167333,5.46499992,5.257419857,6.111869875,6.133939391,7.872860188,5.844585846
"XPO5",6.001964333,5.725476667,6.6066724,6.516588357,6.157637458,7.246710043,9.24452275,6.098335846
"XPO6",9.897502524,9.402480583,8.963661,8.976227286,9.087773417,9.317706391,10.03653881,10.33757892
"XPO7",5.401926857,6.551493083,7.37527388,6.731829286,7.060107208,5.955347565,5.741715438,5.346513462
"XPR1",5.47839081,5.8696475,5.85276148,5.100775857,5.395166417,5.568001826,3.93482475,6.474715077
"XRCC1",7.099025714,7.1614805,7.84229212,7.042051071,6.926012417,7.992844043,8.370158375,7.817647308
"XRCC2",6.990426571,7.312450833,6.3036106,6.535564429,5.758304875,6.877513174,6.782728563,6.751962769
"XRCC4",4.798531952,6.244300333,6.48966752,6.108302286,6.286813708,6.199547,5.92483675,5.267353385
"XRCC5",7.083649476,5.122129583,4.75687404,4.2843995,4.51324875,4.722317739,5.241566938,5.376534462
"XRCC6",6.135155429,5.212428,3.97661992,3.779010143,3.763875542,4.223082478,4.019739563,4.921251692
"XRN1",9.646646286,9.627780667,8.21975312,9.294303786,8.539968708,9.679721304,7.246051438,10.63120515
"XRN2",7.622921762,8.542234917,9.20428828,8.728508786,8.565212833,8.946223,10.175937,8.472135385
"XYLB",2.722915667,2.95467125,2.85677704,3.022075286,2.931736083,2.92342587,3.638544375,2.768777385
"XYLT1",3.995444619,4.03055275,3.98965928,4.197835143,3.916439792,3.908137652,5.812333625,4.053794769
"YAP1",4.615155667,3.988370167,3.56235732,4.103216286,3.806548083,3.770497696,3.127590063,3.787803538
"YARS",7.867610667,7.605662333,6.63961644,6.4465265,5.546658125,7.365660435,7.339536688,8.348903
"YARS2",8.008482857,7.713423417,7.8881504,7.402735429,8.44666425,7.920681739,7.655296375,7.150312538
"YBX1",4.71142681,4.756293917,5.5167398,5.724680929,5.147237542,5.459278478,7.13099125,5.254036923
"YBX2",5.644323667,5.248343,5.47859508,5.972678714,5.44003625,5.767286043,3.746954063,5.712201923
"YEATS2",6.983388286,7.24855925,7.33102868,6.908046071,8.147909792,8.620970739,6.922741313,7.715274
"YEATS4",6.650837952,7.501869667,6.61850592,5.771970714,7.293975042,7.893493348,5.551847125,6.637813
"YES1",6.934478571,9.36638325,3.71936044,4.21839,4.131779542,6.306409348,8.190690813,6.004348077
"YIF1A",7.560550857,7.490169333,9.63802064,8.513119071,8.502501333,9.228080913,8.185200313,8.040451692
"YIF1B",6.361228429,6.319382833,8.344547,7.697509929,7.609037292,7.971151435,6.138597063,6.871022308
"YIPF1",6.875650143,7.578464083,8.54996844,8.345420857,8.149140375,7.711574174,7.088280375,7.464742
"YIPF2",5.881835048,5.85372325,7.63677652,7.055676857,7.186516917,6.446588043,6.796467563,5.721357462
"YIPF3",7.016153143,6.822925,8.60292684,7.882807,7.892629542,6.42649087,8.72601725,6.413699615
"YIPF4",5.883950714,5.16911825,5.32789788,5.455168929,5.470602583,4.815424609,7.342539063,4.749674846
"YIPF5",9.422251857,9.979162583,9.88254088,9.584324643,9.927687875,8.002435696,9.127036563,7.643751308
"YIPF6",5.491597571,6.154955,7.18281464,6.373252429,7.452034542,5.996680261,7.842407063,5.434437154
"YJEFN3",5.200741762,5.117194583,5.50722956,5.439469357,5.112288208,5.860199783,6.127075625,5.628287538
"YKT6",6.656130143,7.511533167,8.3873462,8.147254143,7.641590583,7.641403304,7.693389063,7.110473077
"YLPM1",6.077032762,6.552881,6.16139568,5.9226115,5.264695375,6.552804957,5.222954813,8.643753231
"YME1L1",6.201755762,4.28648275,3.95105832,4.314818,4.285738875,4.595424957,9.497042563,4.556712923
"YPEL1",5.862102524,8.982964833,4.47065724,3.520334857,3.443899875,3.923855304,4.489764125,4.077569769
"YPEL2",6.014205571,4.597189583,5.33729536,4.725280786,4.655687667,4.463950913,4.045423625,7.103576846
"YPEL3",7.030815333,7.427448917,6.8210226,5.432443,5.760096208,6.181968391,4.886457,6.977439231
"YPEL4",4.346313381,4.453690667,7.7358902,6.714795643,6.730033667,4.97010213,5.124710125,4.925491538
"YPEL5",9.94645881,11.76540817,10.29404484,9.087240643,10.9289035,8.710387348,9.359746375,11.25070115
"YRDC",7.337827143,7.554414083,7.13266324,8.208391714,8.094631542,7.606408435,10.34897863,6.223213462
"YTHDC1",6.165808952,7.331567,5.87401668,5.8146635,6.433202542,6.216307565,10.77612113,6.924551769
"YTHDC2",6.381203857,7.278571917,4.8699374,5.552658,6.28640425,5.848297,7.648728313,7.619203846
"YTHDF1",9.580556619,9.573637333,9.99237036,8.971372286,9.415602083,9.701698348,10.80337744,10.30253354
"YTHDF3",10.29368543,10.52934692,10.41833204,9.437024786,10.31747675,9.094655696,7.726077125,9.464148769
"YWHAB",11.210838,11.89936417,11.05690964,10.50205779,11.27522413,9.371780435,11.57372963,9.897172462
"YWHAE",5.159619476,4.88594175,7.39758456,7.814954214,5.952636458,5.872712783,10.87858763,4.091656846
"YWHAG",10.71925943,10.35662358,11.94433912,11.82852307,12.1818215,10.89354513,10.0693035,9.367012385
"YWHAH",6.593298238,8.058782833,9.13731212,8.526358929,9.771687,6.877549348,7.611734313,5.628865846
"YWHAQ",10.67839819,11.95724608,11.03075208,11.32884693,11.95068175,11.31559626,12.03935888,10.40325562
"YWHAZ",11.75105819,12.19495933,11.82039804,11.70949164,11.87188213,10.78042852,12.56666838,11.38533869
"YY1",7.482827714,6.268078,6.39543712,6.089075357,6.310338292,7.054961565,9.8124485,6.431710923
"YY1AP1",9.454334333,9.734767,9.56098052,9.168155643,9.195936042,9.394899565,7.423176063,8.854941769
"ZACN",6.45342719,5.701823917,5.59043508,5.924562429,5.732317292,5.401114913,6.666243438,5.654064846
"ZADH2",5.045746095,5.336277583,6.46861008,4.822689286,6.334948625,4.235624652,4.978283938,5.001377385
"ZAP70",9.484675,10.39926867,5.05888844,5.883831714,4.799974667,8.903999826,6.956924938,10.02501738
"ZBED1",7.583343762,8.75966025,9.96269548,8.714623429,8.792465958,8.03899,6.786972875,8.080871385
"ZBED2",6.006256857,4.384713,3.96675536,5.100454286,3.8803255,10.44021796,9.247733563,3.914735154
"ZBED3",5.201086667,6.08635525,7.7843554,5.820736357,8.098942417,5.869866174,4.1534935,7.041623615
"ZBED4",6.633011429,5.770860417,5.15805096,4.908171,5.301968042,4.144983043,5.1382295,4.808765077
"ZBED5",5.480124048,4.944015,5.08151308,5.542644214,4.859759125,5.392741739,6.245037875,5.274030077
"ZBP1",5.409716095,6.600885083,4.75442172,5.023558071,4.553567417,5.415757304,5.559503563,5.986951538
"ZBTB1",5.695543429,7.803117167,5.63825692,4.991517143,5.729127167,4.540602478,4.994980063,5.245469462
"ZBTB10",7.035531857,8.249162583,6.10095012,4.825748286,6.671121583,6.277158522,8.346243938,7.217130308
"ZBTB11",9.791727,9.349980583,8.5295152,7.440579143,8.876296333,8.771982739,7.574266063,8.996292308
"ZBTB16",4.263638476,9.15238375,6.40296812,4.5772485,4.095212667,5.749937609,5.793654438,5.169202923
"ZBTB17",5.324069,5.576649,6.4833144,6.950130357,5.882345833,6.18088913,7.849640188,5.949636769
"ZBTB2",7.252188238,8.527636667,6.41042236,5.606337214,6.633583792,6.94517087,6.006120938,7.412269538
"ZBTB20",7.491324857,7.053594667,5.88452268,5.161178357,4.838316375,5.033311,7.193404,8.595273077
"ZBTB24",5.861455095,7.841240667,4.38754608,4.578279571,5.780919417,5.769607522,10.05466913,8.434312385
"ZBTB25",7.641553286,7.4822015,6.47665192,5.707835571,6.555837792,7.315858348,8.76508025,8.661650923
"ZBTB26",6.886125905,6.54421325,6.5527314,4.968983786,5.676793917,6.801538826,4.237980563,6.867683615
"ZBTB32",4.753605381,4.683293333,5.23852916,5.713198143,5.2313295,6.098508957,9.171992938,5.637875231
"ZBTB33",2.801872619,3.110948083,3.18328964,3.217172357,3.025553375,2.970220217,4.431518938,2.854825769
"ZBTB34",6.880746667,7.61469525,8.37698908,6.793560857,8.445412583,6.888934478,5.711888313,6.596656923
"ZBTB37",7.24858119,7.543347083,6.67685324,4.856069929,5.660186375,5.503114522,4.023604813,5.947878077
"ZBTB38",4.802448571,6.80875025,5.65730108,6.351706143,6.050815042,4.915814261,6.915815063,6.328049462
"ZBTB4",9.77166119,9.947865583,8.9621624,6.681721714,8.603058875,8.236249565,7.250048875,10.17756585
"ZBTB40",8.362162571,7.968483167,8.24294988,7.122785714,7.684879458,7.912705043,6.18860225,9.314649308
"ZBTB41",7.951202619,7.64029525,7.32303212,6.110373214,7.859730542,6.873278304,5.373747188,7.631434077
"ZBTB43",5.837329,6.344670333,6.08368552,6.561454429,6.150388792,5.799790174,7.564060563,6.002987
"ZBTB44",6.863298429,8.11617675,6.45671164,4.895899357,6.107635208,5.708917435,7.391362188,5.663724615
"ZBTB45",2.809907714,3.051776917,3.685778,3.834718786,3.317918375,3.189321087,4.477947063,3.117950769
"ZBTB46",5.0237,5.079574,6.03611524,6.19332,7.111185625,4.557162348,4.79572475,4.676244692
"ZBTB47",4.76758019,4.886678,6.24332516,5.764432643,7.364632292,4.916065783,4.634344875,4.550765692
"ZBTB48",6.377535952,6.480551083,7.74578024,6.814930357,6.579198625,6.551919435,6.229146688,6.764581462
"ZBTB5",7.517318095,7.628898667,7.60526956,6.618068714,7.296189292,8.309605217,6.731705375,8.179000462
"ZBTB7A",4.175404048,4.937124167,5.1168076,5.160542714,4.501502125,4.614618826,6.402055125,4.756562769
"ZBTB7B",5.896141905,5.493032667,6.32023284,6.690463857,5.821293917,6.284824913,5.83838825,6.066306462
"ZBTB7C",3.570322905,3.759891833,4.01208772,4.438935143,3.761742458,4.043847696,4.822648875,3.961994154
"ZBTB8A",3.302846143,4.696137083,6.73107184,5.269762929,6.333514792,3.751449478,3.163195125,3.079217
"ZBTB8OS",7.910317048,8.968700917,9.35897732,8.327976071,9.634653625,8.019703522,7.750086625,7.646562
"ZC3H10",6.868180333,6.211636417,7.1443312,6.897264,6.813546167,7.369943435,5.6776115,6.726831308
"ZC3H11A",11.21064738,10.6784655,10.59654496,9.596631214,10.44052258,10.05466043,8.340189875,11.20001638
"ZC3H12A",7.021005857,8.225189333,7.84107388,9.322540429,7.115238167,6.937197304,9.081234313,6.565962308
"ZC3H12B",4.505602,3.338950833,3.1054126,3.275443929,3.398214,4.087972,3.662908375,4.329647846
"ZC3H12C",3.348425,4.193547667,8.73802688,8.654654429,8.80331675,4.202839739,4.947952813,3.266869692
"ZC3H12D",9.570046952,4.321769417,6.99597256,5.123474429,5.341512708,8.469578261,9.356629938,8.067451462
"ZC3H13",8.702599952,9.108095833,8.95100768,8.158830643,9.051036667,8.927333609,5.649423125,8.713792538
"ZC3H14",4.541719667,4.522937833,5.35253288,3.9216855,5.181128583,4.74526413,3.578547813,4.395048846
"ZC3H15",9.989435238,10.80788583,9.68785348,9.1727895,9.833438625,8.850506391,11.01987075,9.147643077
"ZC3H18",4.080457286,4.46600375,4.9944482,5.181121,4.387616125,4.740888783,7.089686063,4.724199154
"ZC3H3",3.379731286,3.3144375,3.78757864,3.666247143,3.589321167,3.594685522,4.916079813,3.503183154
"ZC3H4",9.775131286,9.430926417,8.95332816,8.905468857,9.101959292,10.02588826,7.710640813,9.776678
"ZC3H6",8.081278238,6.599991917,6.68833736,5.534729214,6.700898375,6.458222696,5.237513188,7.793276385
"ZC3H7A",6.464140619,8.278559917,7.90922052,7.072547929,8.176419292,6.839857435,8.629901188,6.794627462
"ZC3H7B",5.839601429,6.435261167,6.10403668,6.620770214,6.8857115,6.341895304,7.120551688,6.473325077
"ZC3H8",8.964333857,7.455749083,7.39197336,5.833902,7.4848645,8.213515957,8.620932313,7.631117
"ZC3HAV1",10.51128371,10.66105483,9.14235424,9.548898786,9.42950775,9.19898313,9.448063875,11.96666838
"ZC3HAV1L",5.119460905,4.965755083,5.54289384,3.964990571,6.342439958,8.560003565,3.396709875,4.050578385
"ZC3HC1",7.508653952,7.054081333,7.70521476,7.631462929,7.643838458,8.251332652,6.343080063,7.469540769
"ZC4H2",7.370940048,6.778669167,6.37044708,6.6232195,6.106517625,7.329473739,5.626140688,7.448289
"ZCCHC10",6.639663286,7.54922475,7.25446964,7.13414,7.318050667,6.144373783,8.2135695,6.18838
"ZCCHC13",4.493371476,4.299053667,4.51266436,4.569314786,4.57037375,4.371924435,5.862259875,4.352056615
"ZCCHC14",4.691583286,4.534340583,4.79295576,4.871008714,4.544734958,4.890043217,5.651883938,4.892634385
"ZCCHC17",6.914085905,8.438623167,7.91766456,7.3068545,8.256421875,8.089860783,8.2829015,7.884352692
"ZCCHC2",5.16498,6.4086455,5.27359376,5.514225357,5.644974042,5.918401652,8.2141605,5.560416692
"ZCCHC24",5.34187619,7.018588083,7.306528,5.8843075,6.133290125,5.108420261,4.923761563,5.395395077
"ZCCHC3",3.951691762,3.897975083,4.47426504,4.632115786,4.627879,5.142243435,5.841903313,4.712758615
"ZCCHC4",4.490141905,4.269426833,4.06856848,4.273745429,4.062204542,3.838038522,5.066213375,3.773177231
"ZCCHC7",8.146950905,9.187371333,8.22239308,6.362722643,7.708443458,7.405967913,7.407466813,9.014758538
"ZCCHC8",9.634611476,9.155697583,9.09242428,8.151729071,9.186738417,9.045561174,6.613600188,9.211251923
"ZDBF2",6.200541381,5.510109167,3.96246124,4.0508705,3.756767583,4.846140652,6.188054,4.734222462
"ZDHHC1",5.205343238,5.09223925,5.38971008,5.548891643,5.457726917,5.719963043,6.321713625,5.604210692
"ZDHHC12",7.04366419,6.88196975,7.68970208,7.834664286,7.63866775,7.636655,6.547927938,7.095327769
"ZDHHC13",6.58301619,7.051247417,5.31942856,6.098650429,8.073629417,7.159840217,5.999882938,6.108696615
"ZDHHC16",7.678102524,7.136237417,8.67898148,7.653993357,8.805798625,8.751639913,9.062938375,7.521005231
"ZDHHC17",4.673793762,4.9668235,5.1249838,5.128553429,4.675677958,4.666972217,7.05880525,4.841680923
"ZDHHC18",7.577622476,8.2045655,7.74747696,7.671825143,8.941655708,7.883169304,7.12245675,7.973578615
"ZDHHC19",4.800941381,4.348728917,4.8502956,5.426081929,5.679580625,4.567736826,4.899171438,4.422943462
"ZDHHC2",6.278122238,7.26282075,7.95227004,6.603579143,8.187230375,6.699575913,7.964846125,6.470875846
"ZDHHC20",9.763770238,10.76176908,9.936516,9.751207857,9.936308,8.844666957,7.279555313,9.013096769
"ZDHHC21",5.62246481,6.261752917,5.80037956,5.143941929,5.479511083,5.412027826,4.030061625,5.548311538
"ZDHHC22",6.118148619,6.058419167,5.76172444,6.272905286,5.800298917,6.034191261,5.182898313,6.331689462
"ZDHHC24",6.108502714,7.0578975,7.53904816,8.049500143,7.892573708,7.183435783,6.533813125,6.956068385
"ZDHHC3",6.79326019,7.93173475,8.5810996,7.797535786,8.657986333,7.453460739,7.408262563,7.098259
"ZDHHC4",6.520976095,7.37772675,8.15902832,6.874021643,7.612986625,7.293451348,5.460719313,6.838317615
"ZDHHC5",8.11961319,8.597912917,9.65169232,9.784625286,9.316725542,8.967393,8.777947938,8.983733
"ZDHHC7",8.329019238,9.57881575,10.78210212,9.574425214,10.43026275,8.56440913,7.597968438,9.226491923
"ZDHHC9",6.305034095,5.364300667,7.3366172,6.562205857,6.835531458,6.495589435,8.683049313,5.737334846
